Berichtsjahr,Berichtsmonat,Segment,Marke,Modellreihe,Anzahl,ZS Anzahl,Diesel,ZS Diesel,Hybrid,ZS Hybrid,Benzin-Hybrid,ZS Benzin-Hybrid,Diesel-Hybrid,ZS Diesel-Hybrid,Hybrid (ohne Plug-in),ZS Hybrid (ohne Plug-in),Benzin-Hybrid (ohne Plug-in),ZS Benzin-Hybrid (ohne Plug-in),Diesel-Hybrid (ohne Plug-in),ZS Diesel-Hybrid (ohne Plug-in),Plug-in-Hybrid,ZS Plug-in-Hybrid,Benzin-Plug-in-Hybrid,ZS Benzin-Plug-in-Hybrid,Diesel-Plug-in-Hybrid,ZS Diesel-Plug-in-Hybrid,Elektro (BEV),ZS Elektro (BEV),Allradantrieb,ZS Allrad,offener Aufbau,ZS offener Aufbau,gewerblich,ZS gewerblich,ObjectId,Monat Sortierung
2024,Januar,KOMPAKTKLASSE,BMW,1ER,1521,,217,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,116,,,-,1048,,14008,1
2024,Januar,KOMPAKTKLASSE,BMW,2ER,1912,,294,,330,,300,,30,,233,,203,,30,,97,,97,,,-,,-,334,,,-,1539,,14013,1
2024,Januar,KOMPAKTKLASSE,BYD,DOLPHIN,14,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,14,,,-,,-,2,,14018,1
2024,Januar,KOMPAKTKLASSE,CITROEN,C4,1628,,144,,,-,,-,,-,,-,,-,,-,,-,,-,,-,297,,,-,,-,1276,,14424,1
2024,Januar,KOMPAKTKLASSE,DACIA,SANDERO,3496,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1011,,14434,1
2024,Januar,KOMPAKTKLASSE,DS,DS4,93,,11,,5,,5,,,-,,-,,-,,-,5,,5,,,-,,-,,-,,-,84,,14435,1
2024,Januar,KOMPAKTKLASSE,FIAT,TIPO,85,,,-,85,,85,,,-,85,,85,,,-,,-,,-,,-,,-,,-,,-,74,,14437,1
2024,Januar,KOMPAKTKLASSE,FORD,FOCUS,1776,,601,,953,,953,,,-,953,,953,,,-,,-,,-,,-,,-,,-,,-,1323,,14438,1
2024,Januar,KOMPAKTKLASSE,GWM,FUNKY CAT,22,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,22,,,-,,-,10,,14440,1
2024,Januar,KOMPAKTKLASSE,HONDA,CIVIC,56,,,-,53,,53,,,-,53,,53,,,-,,-,,-,,-,,-,,-,,-,16,,14442,1
2024,Januar,KOMPAKTKLASSE,HYUNDAI,I 30,858,,,-,459,,459,,,-,459,,459,,,-,,-,,-,,-,,-,,-,,-,643,,14444,1
2024,Januar,KOMPAKTKLASSE,KIA,CEED,1567,,,-,379,,116,,263,,270,,7,,263,,109,,109,,,-,,-,,-,,-,1094,,14446,1
2024,Januar,KOMPAKTKLASSE,MAZDA,3,278,,,-,278,,278,,,-,278,,278,,,-,,-,,-,,-,,-,9,,,-,137,,14449,1
2024,Januar,KOMPAKTKLASSE,MAZDA,MX-5,47,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,47,,17,,14453,1
2024,Januar,KOMPAKTKLASSE,MERCEDES,A-KLASSE,1396,,223,,1126,,1126,,,-,914,,914,,,-,212,,212,,,-,,-,205,,,-,701,,14457,1
2024,Januar,KOMPAKTKLASSE,MG ROEWE,4,249,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,249,,26,,,-,82,,14461,1
2024,Januar,KOMPAKTKLASSE,NISSAN,LEAF,69,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,69,,,-,,-,66,,14873,1
2024,Januar,KOMPAKTKLASSE,OPEL,ASTRA,3927,,1761,,389,,389,,,-,,-,,-,,-,389,,389,,,-,109,,,-,,-,3423,,14874,1
2024,Januar,KOMPAKTKLASSE,PEUGEOT,308,816,,235,,74,,74,,,-,,-,,-,,-,74,,74,,,-,69,,,-,,-,628,,14875,1
2024,Januar,KOMPAKTKLASSE,RENAULT,MEGANE,526,,28,,,-,,-,,-,,-,,-,,-,,-,,-,,-,471,,,-,,-,495,,14877,1
2024,Januar,KOMPAKTKLASSE,SEAT,BORN,198,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,198,,,-,,-,140,,14880,1
2024,Januar,KOMPAKTKLASSE,SEAT,LEON,3171,,1208,,901,,901,,,-,514,,514,,,-,387,,387,,,-,,-,238,,,-,2198,,14883,1
2024,Januar,KOMPAKTKLASSE,SKODA,OCTAVIA,4464,,2855,,789,,789,,,-,669,,669,,,-,120,,120,,,-,,-,819,,,-,3695,,14886,1
2024,Januar,KOMPAKTKLASSE,SKODA,SCALA,834,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,551,,14889,1
2024,Januar,KOMPAKTKLASSE,SUZUKI,SWACE,30,,,-,30,,30,,,-,30,,30,,,-,,-,,-,,-,,-,,-,,-,27,,14892,1
2024,Januar,KOMPAKTKLASSE,TOYOTA,COROLLA,1090,,,-,1088,,1088,,,-,1088,,1088,,,-,,-,,-,,-,,-,111,,,-,676,,14895,1
2024,Januar,KOMPAKTKLASSE,TOYOTA,PRIUS,70,,,-,70,,70,,,-,,-,,-,,-,70,,70,,,-,,-,,-,,-,62,,14898,1
2024,Januar,KOMPAKTKLASSE,VW,GOLF,9932,,3502,,2549,,2549,,,-,2543,,2543,,,-,6,,6,,,-,,-,526,,,-,8230,,14901,1
2024,Januar,KOMPAKTKLASSE,VW,ID.3,507,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,507,,,-,,-,452,,14904,1
2024,Januar,MITTELKLASSE,ALFA ROMEO,GIULIA,205,,7,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,176,,,-,163,,14910,1
2024,Januar,MITTELKLASSE,AUDI,A4,2436,,,-,2350,,908,,1442,,2350,,908,,1442,,,-,,-,,-,,-,768,,,-,2228,,14911,1
2024,Januar,MITTELKLASSE,AUDI,A5,505,,,-,372,,226,,146,,372,,226,,146,,,-,,-,,-,,-,307,,128,,423,,14912,1
2024,Januar,MITTELKLASSE,BMW,3ER,2859,,1,,1885,,596,,1289,,1435,,146,,1289,,450,,450,,,-,,-,1115,,,-,2512,,14914,1
2024,Januar,MITTELKLASSE,BMW,4ER,1603,,,-,395,,163,,232,,395,,163,,232,,,-,,-,,-,880,,640,,158,,1370,,14917,1
2024,Januar,MITTELKLASSE,BYD,SEAL,18,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,18,,2,,,-,9,,14920,1
2024,Januar,MITTELKLASSE,CITROEN,C5,1116,,269,,323,,323,,,-,242,,242,,,-,81,,81,,,-,,-,,-,,-,781,,14923,1
2024,Januar,MITTELKLASSE,HYUNDAI,G70,5,,3,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,2,,,-,4,,14926,1
2024,Januar,MITTELKLASSE,HYUNDAI,IONIQ6,182,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,182,,78,,,-,149,,14929,1
2024,Januar,MITTELKLASSE,JAGUAR,XE,24,,,-,9,,,-,9,,9,,,-,9,,,-,,-,,-,,-,6,,,-,20,,14932,1
2024,Januar,MITTELKLASSE,KIA,STINGER,8,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,,-,4,,14935,1
2024,Januar,MITTELKLASSE,MAZDA,6,154,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,107,,14938,1
2024,Januar,MITTELKLASSE,MERCEDES,C-KLASSE,2700,,19,,2654,,1302,,1352,,2099,,915,,1184,,555,,387,,168,,,-,687,,42,,1797,,14941,1
2024,Januar,MITTELKLASSE,MERCEDES,CLA-KLASSE,1076,,217,,777,,777,,,-,582,,582,,,-,195,,195,,,-,,-,167,,,-,622,,14942,1
2024,Januar,MITTELKLASSE,MG ROEWE,5,205,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,205,,,-,,-,190,,14943,1
2024,Januar,MITTELKLASSE,NIO,ET5,7,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,7,,7,,,-,3,,14944,1
2024,Januar,MITTELKLASSE,PEUGEOT,408,123,,,-,18,,18,,,-,,-,,-,,-,18,,18,,,-,,-,,-,,-,99,,14945,1
2024,Januar,MITTELKLASSE,PEUGEOT,508,157,,88,,49,,49,,,-,,-,,-,,-,49,,49,,,-,,-,11,,,-,151,,14946,1
2024,Januar,MITTELKLASSE,POLESTAR,2,110,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,110,,29,,,-,84,,14947,1
2024,Januar,MITTELKLASSE,SKODA,SUPERB,1044,,769,,31,,31,,,-,,-,,-,,-,31,,31,,,-,,-,287,,,-,894,,14948,1
2024,Januar,MITTELKLASSE,TESLA,MODEL 3,695,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,695,,449,,,-,503,,14949,1
2024,Januar,MITTELKLASSE,VOLVO,60,463,,,-,463,,261,,202,,436,,234,,202,,27,,27,,,-,,-,295,,,-,367,,14950,1
2024,Januar,MITTELKLASSE,VW,ARTEON,808,,522,,11,,11,,,-,,-,,-,,-,11,,11,,,-,,-,262,,,-,700,,14951,1
2024,Januar,MITTELKLASSE,VW,PASSAT,3118,,2463,,41,,41,,,-,12,,12,,,-,29,,29,,,-,,-,158,,,-,3059,,14952,1
2024,Januar,OBERE MITTELKLASSE,AUDI,A6,1129,,,-,1129,,544,,585,,929,,344,,585,,200,,200,,,-,,-,958,,,-,999,,14953,1
2024,Januar,OBERE MITTELKLASSE,BMW,5ER,1316,,1,,1037,,457,,580,,770,,190,,580,,267,,267,,,-,278,,534,,,-,1201,,14954,1
2024,Januar,OBERE MITTELKLASSE,JAGUAR,XF,17,,,-,14,,,-,14,,14,,,-,14,,,-,,-,,-,,-,8,,,-,16,,14955,1
2024,Januar,OBERE MITTELKLASSE,LEXUS,ES,19,,,-,19,,19,,,-,19,,19,,,-,,-,,-,,-,,-,,-,,-,17,,14956,1
2024,Januar,OBERE MITTELKLASSE,MERCEDES,CLE,254,,,-,254,,206,,48,,252,,204,,48,,2,,2,,,-,,-,98,,16,,163,,14957,1
2024,Januar,OBERE MITTELKLASSE,MERCEDES,E-KLASSE,2478,,66,,1626,,592,,1034,,882,,195,,687,,744,,397,,347,,776,,788,,,-,1903,,14958,1
2024,Januar,OBERE MITTELKLASSE,SUBARU,OUTBACK,91,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,91,,,-,41,,14959,1
2024,Januar,OBERE MITTELKLASSE,TOYOTA,CAMRY,10,,,-,6,,6,,,-,6,,6,,,-,,-,,-,,-,,-,,-,,-,4,,14960,1
2024,Januar,OBERE MITTELKLASSE,TOYOTA,MIRAI,5,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,4,,14961,1
2024,Januar,OBERE MITTELKLASSE,VOLVO,90,91,,2,,89,,40,,49,,65,,16,,49,,24,,24,,,-,,-,53,,,-,78,,14962,1
2024,Januar,OBERE MITTELKLASSE,VW,ID.7,142,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,142,,3,,,-,138,,14963,1
2024,Januar,OBERKLASSE,AUDI,A7,122,,,-,122,,69,,53,,113,,60,,53,,9,,9,,,-,,-,115,,,-,95,,14964,1
2024,Januar,OBERKLASSE,AUDI,A8,121,,,-,120,,49,,71,,97,,26,,71,,23,,23,,,-,,-,121,,,-,80,,14965,1
2024,Januar,OBERKLASSE,AUDI,E-TRON GT,82,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,82,,82,,,-,76,,14966,1
2024,Januar,OBERKLASSE,BENTLEY,CONTINENTAL,39,,,-,1,,1,,,-,,-,,-,,-,1,,1,,,-,,-,39,,11,,27,,14967,1
2024,Januar,OBERKLASSE,BMW,7ER,207,,,-,155,,55,,100,,100,,,-,100,,55,,55,,,-,51,,195,,,-,187,,14968,1
2024,Januar,OBERKLASSE,BMW,8ER,111,,,-,18,,,-,18,,18,,,-,18,,,-,,-,,-,,-,106,,13,,102,,14969,1
2024,Januar,OBERKLASSE,MERCEDES,CLS,11,,7,,4,,4,,,-,4,,4,,,-,,-,,-,,-,,-,9,,,-,8,,14970,1
2024,Januar,OBERKLASSE,MERCEDES,S-KLASSE,485,,11,,254,,157,,97,,186,,89,,97,,68,,68,,,-,204,,392,,,-,420,,14971,1
2024,Januar,OBERKLASSE,NIO,ET7,6,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,6,,6,,,-,5,,14972,1
2024,Januar,OBERKLASSE,PORSCHE,PANAMERA,325,,,-,254,,254,,,-,,-,,-,,-,254,,254,,,-,,-,319,,,-,307,,14973,1
2024,Januar,OBERKLASSE,PORSCHE,TAYCAN,266,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,266,,179,,,-,243,,14974,1
2024,Januar,OBERKLASSE,ROLLS ROYCE,SPECTRE,11,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,11,,11,,,-,10,,14975,1
2024,Januar,OBERKLASSE,TESLA,MODEL S,31,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,31,,31,,,-,15,,14976,1
2024,Januar,SUVs,ALFA ROMEO,STELVIO,134,,50,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,134,,,-,100,,14977,1
2024,Januar,SUVs,ALFA ROMEO,TONALE,290,,117,,173,,173,,,-,140,,140,,,-,33,,33,,,-,,-,33,,,-,206,,14978,1
2024,Januar,SUVs,AUDI,Q2,1401,,360,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,303,,,-,1229,,14979,1
2024,Januar,SUVs,AUDI,Q4,1424,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1424,,738,,,-,1212,,14980,1
2024,Januar,SUVs,AUDI,Q6,22,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,22,,19,,,-,22,,14981,1
2024,Januar,SUVs,BMW,IX,363,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,363,,363,,,-,243,,14982,1
2024,Januar,SUVs,BMW,X1,1706,,143,,938,,623,,315,,755,,440,,315,,183,,183,,,-,358,,962,,,-,1183,,14983,1
2024,Januar,SUVs,BMW,X2,94,,14,,4,,4,,,-,2,,2,,,-,2,,2,,,-,18,,59,,,-,84,,14984,1
2024,Januar,SUVs,BMW,XM,127,,,-,127,,127,,,-,,-,,-,,-,127,,127,,,-,,-,127,,,-,113,,14985,1
2024,Januar,SUVs,BYD,ATTO 3,80,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,80,,,-,,-,9,,14986,1
2024,Januar,SUVs,DACIA,DUSTER,1491,,383,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,382,,,-,475,,14987,1
2024,Januar,SUVs,DS,DS7 CROSSBACK,116,,89,,26,,26,,,-,,-,,-,,-,26,,26,,,-,,-,16,,,-,71,,14988,1
2024,Januar,SUVs,FERRARI,PUROSANGUE,31,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,31,,,-,19,,14989,1
2024,Januar,SUVs,FIAT,600,42,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,42,,,-,,-,33,,14990,1
2024,Januar,SUVs,FISKER,OCEAN,27,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,27,,27,,,-,17,,14991,1
2024,Januar,SUVs,FORD,EXPLORER,39,,,-,39,,39,,,-,,-,,-,,-,39,,39,,,-,,-,39,,,-,33,,14992,1
2024,Januar,SUVs,FORD,KUGA,1987,,300,,1394,,1393,,1,,327,,326,,1,,1067,,1067,,,-,,-,235,,,-,1295,,14993,1
2024,Januar,SUVs,FORD,MUSTANG MACH-E,99,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,99,,38,,,-,76,,14994,1
2024,Januar,SUVs,GWM,COFFEE 01,68,,,-,68,,68,,,-,,-,,-,,-,68,,68,,,-,,-,68,,,-,58,,14995,1
2024,Januar,SUVs,HONDA,CR-V,182,,,-,182,,182,,,-,134,,134,,,-,48,,48,,,-,,-,126,,,-,69,,14996,1
2024,Januar,SUVs,HONDA,E:NY1,8,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,,-,,-,1,,14997,1
2024,Januar,SUVs,HONDA,HR-V,125,,,-,125,,125,,,-,125,,125,,,-,,-,,-,,-,,-,,-,,-,24,,14998,1
2024,Januar,SUVs,HONDA,ZR-V,48,,,-,48,,48,,,-,48,,48,,,-,,-,,-,,-,,-,,-,,-,12,,14999,1
2024,Januar,SUVs,HYUNDAI,BAYON,340,,,-,325,,325,,,-,325,,325,,,-,,-,,-,,-,,-,,-,,-,269,,15000,1
2024,Januar,SUVs,HYUNDAI,GV70,29,,15,,,-,,-,,-,,-,,-,,-,,-,,-,,-,7,,29,,,-,20,,15001,1
2024,Januar,SUVs,HYUNDAI,GV80,7,,6,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,7,,,-,3,,15002,1
2024,Januar,SUVs,HYUNDAI,IONIQ5,362,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,362,,106,,,-,275,,15003,1
2024,Januar,SUVs,HYUNDAI,KONA,952,,,-,195,,195,,,-,195,,195,,,-,,-,,-,,-,340,,100,,,-,708,,15004,1
2024,Januar,SUVs,HYUNDAI,TUCSON,1369,,,-,1220,,1177,,43,,893,,850,,43,,327,,327,,,-,,-,745,,,-,1201,,15005,1
2024,Januar,SUVs,JAGUAR,I-PACE,8,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,8,,,-,7,,15006,1
2024,Januar,SUVs,JEEP,AVENGER,421,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,151,,,-,,-,311,,15007,1
2024,Januar,SUVs,KIA,EV6,344,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,344,,191,,,-,233,,15008,1
2024,Januar,SUVs,KIA,EV9,147,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,147,,147,,,-,111,,15009,1
2024,Januar,SUVs,KIA,NIRO,374,,,-,156,,156,,,-,89,,89,,,-,67,,67,,,-,218,,,-,,-,208,,15010,1
2024,Januar,SUVs,KIA,SPORTAGE,1166,,,-,1127,,1011,,116,,911,,795,,116,,216,,216,,,-,,-,493,,,-,757,,15011,1
2024,Januar,SUVs,KIA,STONIC,496,,,-,177,,177,,,-,177,,177,,,-,,-,,-,,-,,-,,-,,-,351,,15012,1
2024,Januar,SUVs,LEXUS,NX,146,,,-,146,,146,,,-,102,,102,,,-,44,,44,,,-,,-,115,,,-,101,,15013,1
2024,Januar,SUVs,LEXUS,RX,85,,,-,85,,85,,,-,40,,40,,,-,45,,45,,,-,,-,85,,,-,71,,15014,1
2024,Januar,SUVs,LEXUS,RZ,6,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,6,,6,,,-,5,,15015,1
2024,Januar,SUVs,LEXUS,UX,119,,,-,119,,119,,,-,119,,119,,,-,,-,,-,,-,,-,2,,,-,16,,15016,1
2024,Januar,SUVs,LOTUS,ELETRE,9,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,9,,9,,,-,8,,15017,1
2024,Januar,SUVs,LYNK & CO,01,5,,,-,5,,5,,,-,,-,,-,,-,5,,5,,,-,,-,,-,,-,5,,15018,1
2024,Januar,SUVs,MASERATI,GRECALE,26,,,-,16,,16,,,-,16,,16,,,-,,-,,-,,-,,-,26,,,-,23,,15019,1
2024,Januar,SUVs,MASERATI,LEVANTE,8,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,,-,6,,15020,1
2024,Januar,SUVs,MAZDA,CX-30,515,,,-,515,,515,,,-,515,,515,,,-,,-,,-,,-,,-,31,,,-,202,,15021,1
2024,Januar,SUVs,MAZDA,CX-5,752,,136,,611,,611,,,-,611,,611,,,-,,-,,-,,-,,-,316,,,-,382,,15022,1
2024,Januar,SUVs,MAZDA,CX-60,461,,,-,461,,193,,268,,268,,,-,268,,193,,193,,,-,,-,421,,,-,274,,15023,1
2024,Januar,SUVs,MAZDA,MX-30,129,,,-,123,,123,,,-,,-,,-,,-,123,,123,,,-,6,,,-,,-,37,,15024,1
2024,Januar,SUVs,MERCEDES,GLA,1898,,202,,884,,884,,,-,677,,677,,,-,207,,207,,,-,803,,461,,,-,679,,15025,1
2024,Januar,SUVs,MERCEDES,GLB,1091,,452,,193,,193,,,-,193,,193,,,-,,-,,-,,-,375,,425,,,-,671,,15026,1
2024,Januar,SUVs,MERCEDES,"GLK, GLC",2420,,39,,2349,,1070,,1279,,1360,,481,,879,,989,,589,,400,,25,,2420,,,-,1713,,15027,1
2024,Januar,SUVs,MG ROEWE,MARVEL,20,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,20,,6,,,-,7,,15028,1
2024,Januar,SUVs,MG ROEWE,RX6,223,,,-,1,,1,,,-,,-,,-,,-,1,,1,,,-,,-,,-,,-,220,,15029,1
2024,Januar,SUVs,MG ROEWE,ZS,199,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,42,,,-,,-,148,,15030,1
2024,Januar,SUVs,MITSUBISHI,ASX,160,,,-,100,,100,,,-,90,,90,,,-,10,,10,,,-,,-,,-,,-,61,,15031,1
2024,Januar,SUVs,MITSUBISHI,ECLIPSE CROSS,234,,,-,234,,234,,,-,,-,,-,,-,234,,234,,,-,,-,234,,,-,160,,15032,1
2024,Januar,SUVs,NIO,EL6,8,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,8,,,-,4,,15033,1
2024,Januar,SUVs,NISSAN,ARIYA,67,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,67,,20,,,-,50,,15034,1
2024,Januar,SUVs,NISSAN,QASHQAI,1098,,,-,1097,,1097,,,-,1097,,1097,,,-,,-,,-,,-,,-,65,,,-,725,,15035,1
2024,Januar,SUVs,OPEL,CROSSLAND X,1308,,112,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1165,,15036,1
2024,Januar,SUVs,OPEL,GRANDLAND X,2493,,362,,453,,453,,,-,10,,10,,,-,443,,443,,,-,,-,226,,,-,2398,,15037,1
2024,Januar,SUVs,OPEL,MOKKA,1979,,19,,,-,,-,,-,,-,,-,,-,,-,,-,,-,77,,,-,,-,1676,,15038,1
2024,Januar,SUVs,PEUGEOT,2008,979,,140,,,-,,-,,-,,-,,-,,-,,-,,-,,-,122,,,-,,-,760,,15039,1
2024,Januar,SUVs,RENAULT,ARKANA,201,,,-,201,,201,,,-,201,,201,,,-,,-,,-,,-,,-,,-,,-,70,,15040,1
2024,Januar,SUVs,RENAULT,AUSTRAL,433,,,-,433,,433,,,-,433,,433,,,-,,-,,-,,-,,-,,-,,-,116,,15041,1
2024,Januar,SUVs,RENAULT,CAPTUR,297,,,-,219,,219,,,-,217,,217,,,-,2,,2,,,-,,-,,-,,-,92,,15042,1
2024,Januar,SUVs,RENAULT,KOLEOS,14,,12,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,12,,,-,9,,15043,1
2024,Januar,SUVs,SEAT,ARONA,959,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,523,,15044,1
2024,Januar,SUVs,SEAT,ATECA,1589,,339,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,594,,,-,984,,15045,1
2024,Januar,SUVs,SEAT,FORMENTOR,2199,,212,,518,,518,,,-,,-,,-,,-,518,,518,,,-,,-,806,,,-,1387,,15046,1
2024,Januar,SUVs,SEAT,TARRACO,544,,248,,134,,134,,,-,,-,,-,,-,134,,134,,,-,,-,217,,,-,417,,15047,1
2024,Januar,SUVs,SKODA,ENYAQ,1457,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1457,,367,,,-,1067,,15048,1
2024,Januar,SUVs,SKODA,KAMIQ,1971,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,887,,15049,1
2024,Januar,SUVs,SKODA,KAROQ,2852,,872,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1072,,,-,1369,,15050,1
2024,Januar,SUVs,SMART,1,340,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,340,,97,,,-,136,,15051,1
2024,Januar,SUVs,SMART,3,154,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,154,,87,,,-,121,,15052,1
2024,Januar,SUVs,SSANGYONG,KORANDO,23,,1,,,-,,-,,-,,-,,-,,-,,-,,-,,-,7,,4,,,-,15,,15053,1
2024,Januar,SUVs,SSANGYONG,TIVOLI,42,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,2,,,-,14,,15054,1
2024,Januar,SUVs,SSANGYONG,TORRES,27,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,8,,,-,13,,15055,1
2024,Januar,SUVs,SUBARU,XV,38,,,-,12,,12,,,-,12,,12,,,-,,-,,-,,-,,-,38,,,-,16,,15056,1
2024,Januar,SUVs,SUZUKI,SX4,83,,,-,83,,83,,,-,83,,83,,,-,,-,,-,,-,,-,56,,,-,47,,15057,1
2024,Januar,SUVs,SUZUKI,VITARA,193,,,-,193,,193,,,-,193,,193,,,-,,-,,-,,-,,-,98,,,-,86,,15058,1
2024,Januar,SUVs,TESLA,MODEL X,33,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,33,,33,,,-,22,,15059,1
2024,Januar,SUVs,TESLA,MODEL Y,2393,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,2393,,1653,,,-,899,,15060,1
2024,Januar,SUVs,TOYOTA,BZ4,155,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,155,,18,,,-,99,,15061,1
2024,Januar,SUVs,TOYOTA,C-HR,885,,,-,885,,885,,,-,885,,885,,,-,,-,,-,,-,,-,133,,,-,648,,15062,1
2024,Januar,SUVs,TOYOTA,HIGHLANDER,27,,,-,27,,27,,,-,27,,27,,,-,,-,,-,,-,,-,27,,,-,18,,15063,1
2024,Januar,SUVs,TOYOTA,RAV 4,726,,,-,723,,723,,,-,607,,607,,,-,116,,116,,,-,,-,399,,,-,489,,15064,1
2024,Januar,SUVs,VOLVO,C40,97,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,97,,30,,,-,84,,15065,1
2024,Januar,SUVs,VOLVO,EX30,494,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,494,,191,,,-,461,,15066,1
2024,Januar,SUVs,VW,"ID.4, ID.5",751,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,751,,158,,,-,583,,15067,1
2024,Januar,SUVs,VW,T-CROSS,2067,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1453,,15068,1
2024,Januar,SUVs,VW,T-ROC,4380,,1035,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,408,,447,,2819,,15069,1
2024,Januar,SUVs,VW,TAIGO,2096,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,1344,,15070,1
2024,Januar,GELÄNDEWAGEN,ASTON MARTIN,DBX,22,,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,22,,,-,18,,15071,1
2024,Januar,GELÄNDEWAGEN,AUDI,Q3,1977,,771,,244,,244,,,-,,-,,-,,-,244,,244,,,-,,-,886,,,-,1603,,15072,1
2024,Januar,GELÄNDEWAGEN,AUDI,Q5,1291,,1,,1290,,576,,714,,1067,,353,,714,,223,,223,,,-,,-,1236,,,-,1017,,15073,1
2024,Januar,GELÄNDEWAGEN,AUDI,Q7,290,,,-,197,,70,,127,,180,,53,,127,,17,,17,,,-,,-,290,,,-,261,,15074,1
2024,Januar,GELÄNDEWAGEN,AUDI,Q8,1215,,1,,339,,167,,172,,295,,123,,172,,44,,44,,,-,759,,1215,,,-,1055,,15075,1
